Sample	Screen_ID	Technical_rep	Screen_rep_ID	Treatment	Treatment_ID	Treatment_type	Nb_of_ligands	Ligand_conc	Layout_ID	Plate_ID	Well_ID_culture	Well_ID_fcs	Live_cells	Viability	Peak_0	Peak_1	Peak_2	Peak_3	Peak_4	Peak_5	Peak_6	cell_total	cell_start	cell_activated	divisions	PI	PI_norm	PI_1	PI_2	PI_3	PI_12	PI_13	PI_23	PI_123	PI_isserlis
E12_SCp_full_rep1	12	1	s12_full_rep1	SCp	SCp_1	Pair	8	full	5	2	C8	C8	4711	77.30554644	2099	725	850	707	258	47	0	4686	2779.96875	680.96875	1124.46875	1.651278051	0.685646398	NA	NA	NA	NA	NA	NA	NA	NA
E12_cGCp_full_rep1	12	1	s12_full_rep1	cGCp	cGCp_1	Pair	8	full	5	2	E8	C10	8443	80.80199062	2732	1097	1900	1690	895	148	11	8473	4027.484375	1295.484375	2380.15625	1.837271291	0.762874818	NA	NA	NA	NA	NA	NA	NA	NA
E12_PLH_full_rep1	12	1	s12_full_rep1	PLH	PLH_1	Triplet	8	full	5	1	B7	D1	3558	82.43744208	3199	179	115	38	0	0	0	3531	3322	123	161.25	1.31097561	0.544345457	0.932244979	1	0.68911786	0.611609953	0.561426457	0.877004597	0.544345457	0.515627601
E12_PLZ_full_rep1	12	1	s12_full_rep1	PLZ	PLZ_1	Triplet	8	full	5	1	C7	D2	5990	70.67012742	4512	710	561	189	26	0	1	5999	5032.515625	520.515625	712.96875	1.369735539	0.568743851	0.932244979	1	0.854792547	0.611609953	0.74074733	0.84914843	0.568743851	0.4614092
E12_PLS_full_rep1	12	1	s12_full_rep1	PLS	PLS_1	Triplet	8	full	5	1	D7	D3	2911	85.61764706	2752	110	27	0	0	0	0	2889	2813.75	61.75	68.5	1.109311741	0.460610252	0.932244979	1	0.80533739	0.611609953	0.557231658	0.750476703	0.460610252	0.247868683
E12_PLcG_full_rep1	12	1	s12_full_rep1	PLcG	PLcG_1	Triplet	8	full	5	1	E7	D4	3557	86.56607447	3398	142	0	0	0	0	0	3540	3469	71	71	1	0.415221651	0.932244979	1	0.907582209	0.611609953	0.600265426	0.738940893	0.415221651	0.152047761
E12_PLCp_full_rep1	12	1	s12_full_rep1	PLCp	PLCp_1	Triplet	8	full	5	1	F7	D5	6714	72.27903972	3501	1043	1074	734	258	62	0	6672	4400.8125	899.8125	1407.9375	1.564700979	0.649697723	0.932244979	1	0.834553522	0.611609953	0.846186845	0.751529133	0.649697723	0.501200685
E12_PHZ_full_rep1	12	1	s12_full_rep1	PHZ	PHZ_1	Triplet	8	full	5	2	B7	D7	3976	49.11673873	2841	565	374	124	1	0	0	3905	3232.5625	391.5625	516.25	1.318435754	0.54744307	0.932244979	0.68911786	0.854792547	0.561426457	0.74074733	0.858087797	0.54744307	0.692030356
E12_PHS_full_rep1	12	1	s12_full_rep1	PHS	PHS_1	Triplet	8	full	5	2	D9	D8	2589	82.29497775	2217	212	104	37	0	0	2	2572	2353.65625	136.65625	172.0625	1.25908987	0.522801374	0.932244979	0.68911786	0.80533739	0.561426457	0.557231658	0.814211214	0.522801374	0.560439894
E12_PHcG_full_rep1	12	1	s12_full_rep1	PHcG	PHcG_1	Triplet	8	full	5	2	D7	D9	2606	81.1585176	2542	0	0	0	0	0	0	2542	2542	0	0	NA	NA	0.932244979	0.68911786	0.907582209	0.561426457	0.600265426	0.800127375	NA	0.502998994
E12_PHCp_full_rep1	12	1	s12_full_rep1	PHCp	PHCp_1	Triplet	8	full	5	2	E7	D10	3496	70.34205231	2162	515	475	252	76	0	0	3480	2574.5	412.5	608.5	1.475151515	0.612514847	0.932244979	0.68911786	0.834553522	0.561426457	0.846186845	0.678540025	0.612514847	0.611949554
E12_PZS_full_rep1	12	1	s12_full_rep1	PZS	PZS_1	Triplet	8	full	5	2	G7	D12	3291	42.90183809	2461	395	309	94	0	0	0	3259	2747.5	286.5	387.25	1.351657941	0.561237641	0.932244979	0.854792547	0.80533739	0.74074733	0.557231658	0.781161168	0.561237641	0.517594394
E12_PZcG_full_rep1	12	1	s12_full_rep1	PZcG	PZcG_1	Triplet	8	full	5	1	B6	E1	4271	48.52306294	3362	582	245	49	0	0	0	4238	3720.375	358.375	431.875	1.205092431	0.500380468	0.932244979	0.854792547	0.907582209	0.74074733	0.600265426	0.918853497	0.500380468	0.595527
E12_PZCp_full_rep1	12	1	s12_full_rep1	PZCp	PZCp_1	Triplet	8	full	5	1	C6	E2	11163	73.60543321	4241	2020	2658	1757	508	120	0	11304	6170.625	1929.625	3143.625	1.629137786	0.676453281	0.932244979	0.854792547	0.834553522	0.74074733	0.846186845	0.890105101	0.676453281	0.841232068
E12_PScG_full_rep1	12	1	s12_full_rep1	PScG	PScG_1	Triplet	8	full	5	1	E6	E4	3570	86.35703919	3278	236	39	0	1	0	1	3555	3405.828125	127.828125	137.84375	1.07835228	0.447755214	0.932244979	0.80533739	0.907582209	0.557231658	0.600265426	0.79664162	0.447755214	0.369040736
E12_PSCp_full_rep1	12	1	s12_full_rep1	PSCp	PSCp_1	Triplet	8	full	5	1	F6	E5	3901	74.26232629	2049	875	612	311	71	1	0	3919	2682.84375	633.84375	878.03125	1.38524873	0.575185264	0.932244979	0.80533739	0.834553522	0.557231658	0.846186845	0.685646398	0.575185264	0.532577563
E12_PcGCp_full_rep1	12	1	s12_full_rep1	PcGCp	PcGCp_1	Triplet	8	full	5	2	B6	E7	4311	74.93481662	2678	517	477	468	126	35	0	4301	3123.21875	445.21875	709.46875	1.593528462	0.661667518	0.932244979	0.907582209	0.834553522	0.600265426	0.846186845	0.762874818	0.661667518	0.567910932
E12_LHZ_full_rep1	12	1	s12_full_rep1	LHZ	LHZ_1	Triplet	8	full	5	2	E6	E10	11776	91.37890898	3831	1423	2662	2342	1223	303	1	11785	5586.671875	1755.671875	3273.9375	1.864777551	0.774296013	1	0.68911786	0.854792547	0.877004597	0.84914843	0.858087797	0.774296013	1.014802518
E12_LHS_full_rep1	12	1	s12_full_rep1	LHS	LHS_1	Triplet	8	full	5	2	D9	E11	9316	93.61873179	2352	1380	2255	2095	914	232	27	9255	3932.421875	1580.421875	2870.40625	1.816227866	0.754137133	1	0.68911786	0.80533739	0.877004597	0.750476703	0.814211214	0.754137133	0.927717949
E12_LHcG_full_rep1	12	1	s12_full_rep1	LHcG	LHcG_1	Triplet	8	full	5	2	G6	E12	7920	92.70747981	3106	1147	1647	1310	785	154	0	8149	4308.875	1202.875	2108.5625	1.752935675	0.727856844	1	0.68911786	0.907582209	0.877004597	0.738940893	0.800127375	0.727856844	0.854436292
E12_LHCp_full_rep1	12	1	s12_full_rep1	LHCp	LHCp_1	Triplet	8	full	5	1	B5	F1	5093	75.77741408	2849	727	643	513	283	44	0	5059	3456.4375	607.4375	955	1.572178208	0.65280243	1	0.68911786	0.834553522	0.877004597	0.751529133	0.678540025	0.65280243	0.778127974
E12_LZS_full_rep1	12	1	s12_full_rep1	LZS	LZS_1	Triplet	8	full	5	1	D5	F3	9507	81.50021432	2653	2123	2828	1506	468	49	0	9627	4640.53125	1987.53125	3164.90625	1.592380623	0.661190911	1	0.854792547	0.80533739	0.84914843	0.750476703	0.781161168	0.661190911	0.729721243
E12_LZcG_full_rep1	12	1	s12_full_rep1	LZcG	LZcG_1	Triplet	8	full	5	1	E5	F4	8861	82.24429181	3297	2057	1981	1120	355	37	0	8847	4984.09375	1687.09375	2533.53125	1.501713375	0.623543907	1	0.854792547	0.907582209	0.84914843	0.738940893	0.918853497	0.623543907	0.769577657
E12_LZCp_full_rep1	12	1	s12_full_rep1	LZCp	LZCp_1	Triplet	8	full	5	1	F5	F5	6052	70.09497336	3197	1153	1048	455	145	26	1	6025	4102.265625	905.265625	1311.53125	1.448780572	0.60156506	1	0.854792547	0.834553522	0.84914843	0.751529133	0.890105101	0.60156506	0.814426154
E12_LScG_full_rep1	12	1	s12_full_rep1	LScG	LScG_1	Triplet	8	full	5	2	B5	F7	9509	91.81230086	2130	1774	2265	2086	799	97	14	9165	3897.1875	1767.1875	3017.96875	1.707780725	0.709107532	1	0.80533739	0.907582209	0.750476703	0.738940893	0.79664162	0.709107532	0.611037879
E12_LSCp_full_rep1	12	1	s12_full_rep1	LSCp	LSCp_1	Triplet	8	full	5	2	C5	F8	3515	81.00944918	1994	480	487	363	135	32	11	3502	2410.734375	416.734375	659.40625	1.582317873	0.657012639	1	0.80533739	0.834553522	0.750476703	0.751529133	0.685646398	0.657012639	0.572999574
E12_LcGCp_full_rep1	12	1	s12_full_rep1	LcGCp	LcGCp_1	Triplet	8	full	5	2	E5	F10	2740	75.02738226	2262	288	129	33	4	0	4	2720	2442.6875	180.6875	222.25	1.230024213	0.510732684	1	0.907582209	0.834553522	0.738940893	0.751529133	0.762874818	0.510732684	0.546783155
E12_HZS_full_rep1	12	1	s12_full_rep1	HZS	HZS_1	Triplet	8	full	5	1	B4	G1	8249	82.59737659	3154	1303	1975	1282	426	59	1	8200	4487.984375	1333.984375	2235.5625	1.675853587	0.695850693	0.68911786	0.854792547	0.80533739	0.858087797	0.814211214	0.781161168	0.695850693	0.97657147
E12_HZcG_full_rep1	12	1	s12_full_rep1	HZcG	HZcG_1	Triplet	8	full	5	1	C4	G2	8879	81.09416385	3266	933	1932	1932	686	110	1	8860	4503.328125	1237.328125	2345.78125	1.89584412	0.787195525	0.68911786	0.854792547	0.907582209	0.858087797	0.800127375	0.918853497	0.787195525	1.026698788
E12_HZCp_full_rep1	12	1	s12_full_rep1	HZCp	HZCp_1	Triplet	8	full	5	1	D4	G3	5756	73.29682924	2962	1003	899	630	207	62	0	5763	3781.875	819.875	1248.6875	1.523021802	0.632391627	0.68911786	0.854792547	0.834553522	0.858087797	0.678540025	0.890105101	0.632391627	0.926326276
E12_HScG_full_rep1	12	1	s12_full_rep1	HScG	HScG_1	Triplet	8	full	5	1	F4	G5	9372	92.04478491	2261	1009	2462	2440	1111	200	15	9498	3761.921875	1500.921875	2960.90625	1.972725096	0.819118171	0.68911786	0.80533739	0.907582209	0.814211214	0.800127375	0.79664162	0.819118171	0.924949957
E12_HSCp_full_rep1	12	1	s12_full_rep1	HSCp	HSCp_1	Triplet	8	full	5	1	G4	G6	4712	69.18220526	1641	807	1107	818	301	41	0	4715	2443.59375	802.59375	1345.40625	1.676322859	0.696045545	0.68911786	0.80533739	0.834553522	0.814211214	0.678540025	0.685646398	0.696045545	0.772139361
E12_HcGCp_full_rep1	12	1	s12_full_rep1	HcGCp	HcGCp_1	Triplet	8	full	5	2	C4	G8	3720	72.45812232	2180	545	425	298	149	24	0	3621	2606.0625	426.0625	637.75	1.49684612	0.621522917	0.68911786	0.907582209	0.834553522	0.800127375	0.678540025	0.762874818	0.621522917	0.765379165
E12_ZScG_full_rep1	12	1	s12_full_rep1	ZScG	ZScG_1	Triplet	8	full	5	2	F4	G11	6761	77.57888698	1838	902	1774	1521	588	118	0	6741	2963.0625	1125.0625	2073.8125	1.843286484	0.765372456	0.854792547	0.80533739	0.907582209	0.781161168	0.918853497	0.79664162	0.765372456	0.880365726
E12_ZSCp_full_rep1	12	1	s12_full_rep1	ZSCp	ZSCp_1	Triplet	8	full	5	2	G4	G12	3990	58.27369651	1380	771	984	588	245	20	0	3988	2100.9375	720.9375	1162.375	1.61231036	0.669466169	0.854792547	0.80533739	0.834553522	0.781161168	0.890105101	0.685646398	0.669466169	0.805833875
E12_ZcGCp_full_rep1	12	1	s12_full_rep1	ZcGCp	ZcGCp_1	Triplet	8	full	5	1	C3	H2	5235	62.87533029	2742	796	848	548	182	33	0	5149	3432.90625	690.90625	1078.15625	1.560495726	0.647951611	0.854792547	0.907582209	0.834553522	0.918853497	0.890105101	0.762874818	0.647951611	0.931891607
E12_ScGCp_full_rep1	12	1	s12_full_rep1	ScGCp	ScGCp_1	Triplet	8	full	5	1	F3	H5	4638	66.93606581	1507	1034	1024	707	200	41	0	4513	2382.15625	875.15625	1350.53125	1.543188716	0.640765366	0.80533739	0.907582209	0.834553522	0.79664162	0.685646398	0.762874818	0.640765366	0.681525315
E12_P_full_rep2	12	2	s12_full_rep2	P	P_2	Single	8	full	5	1	B10	A1	10594	89.41593518	2809	1107	919	1828	2212	1005	392	10272	3996.53125	1187.53125	2445.28125	2.059130023	0.871766143	NA	NA	NA	NA	NA	NA	NA	NA
E12_L_full_rep2	12	2	s12_full_rep2	L	L_2	Single	8	full	5	1	C10	A2	17638	94.22008547	2987	1320	1844	3487	5091	2504	1058	18291	4956.84375	1969.84375	4652.8125	2.362021099	1	NA	NA	NA	NA	NA	NA	NA	NA
E12_H_full_rep2	12	2	s12_full_rep2	H	H_2	Single	8	full	5	1	D10	A3	2807	79.83503982	1707	303	185	271	231	76	30	2803	1955.90625	248.90625	418.0625	1.679598242	0.711085198	NA	NA	NA	NA	NA	NA	NA	NA
E12_Z_full_rep2	12	2	s12_full_rep2	Z	Z_2	Single	8	full	5	1	E10	A4	6320	80.79774994	2297	698	693	926	1073	484	170	6341	3019.84375	722.84375	1402.5625	1.940339804	0.821474374	NA	NA	NA	NA	NA	NA	NA	NA
E12_S_full_rep2	12	2	s12_full_rep2	S	S_2	Single	8	full	5	1	F10	A5	6977	85.5234126	1542	504	1567	1672	1268	299	70	6922	2484.4375	942.4375	2032.78125	2.156940115	0.913175634	NA	NA	NA	NA	NA	NA	NA	NA
E12_cG_full_rep2	12	2	s12_full_rep2	cG	cG_2	Single	8	full	5	1	G10	A6	3512	78.34039706	1774	427	313	499	375	159	37	3584	2157.109375	383.109375	679.1875	1.772829234	0.750556053	NA	NA	NA	NA	NA	NA	NA	NA
E12_Cp_full_rep2	12	2	s12_full_rep2	Cp	Cp_2	Single	8	full	5	2	B10	A7	6484	68.89077773	2991	770	521	639	922	484	213	6540	3662.203125	671.203125	1211.21875	1.804548735	0.763985019	NA	NA	NA	NA	NA	NA	NA	NA
E12_PL_full_rep2	12	2	s12_full_rep2	PL	PL_2	Pair	8	full	5	2	D10	A9	8614	90.16118903	2438	1616	1869	1325	808	193	31	8280	3935.890625	1497.890625	2474.4375	1.651948052	0.699379041	NA	NA	NA	NA	NA	NA	NA	NA
E12_PH_full_rep2	12	2	s12_full_rep2	PH	PH_2	Pair	8	full	5	2	E10	A10	3053	75.58801684	1871	627	287	139	61	9	0	2994	2277.71875	406.71875	525.78125	1.292739147	0.547302117	NA	NA	NA	NA	NA	NA	NA	NA
E12_PZ_full_rep2	12	2	s12_full_rep2	PZ	PZ_2	Pair	8	full	5	2	F10	A11	10461	77.40861329	2714	1474	1963	2757	1164	322	67	10461	4370.234375	1656.234375	3099.96875	1.871696903	0.792413287	NA	NA	NA	NA	NA	NA	NA	NA
E12_PS_full_rep2	12	2	s12_full_rep2	PS	PS_2	Pair	8	full	5	2	G10	A12	2597	79.08038977	1374	548	335	241	93	9	0	2600	1767.96875	393.96875	556.53125	1.412627905	0.59805897	NA	NA	NA	NA	NA	NA	NA	NA
E12_PcG_full_rep2	12	2	s12_full_rep2	PcG	PcG_2	Pair	8	full	5	1	B9	B1	5712	86.83490423	2636	1286	940	636	325	69	20	5912	3616.28125	980.28125	1445.40625	1.474481176	0.624245557	NA	NA	NA	NA	NA	NA	NA	NA
E12_PCp_full_rep2	12	2	s12_full_rep2	PCp	PCp_2	Pair	8	full	5	1	C9	B2	11572	69.84970121	3378	864	1009	1778	2701	1414	576	11720	4506.5	1128.5	2553.4375	2.262682765	0.957943502	NA	NA	NA	NA	NA	NA	NA	NA
E12_LH_full_rep2	12	2	s12_full_rep2	LH	LH_2	Pair	8	full	5	1	E9	B4	9620	91.14163903	2518	717	1359	2147	2188	606	152	9687	3642.6875	1124.6875	2499.0625	2.222006113	0.940722381	NA	NA	NA	NA	NA	NA	NA	NA
E12_LZ_full_rep2	12	2	s12_full_rep2	LZ	LZ_2	Pair	8	full	5	1	F9	B5	15926	88.08141143	2332	1526	3641	4244	3082	957	152	15934	4760.65625	2428.65625	5109.28125	2.103748215	0.890655979	NA	NA	NA	NA	NA	NA	NA	NA
E12_LS_full_rep2	12	2	s12_full_rep2	LS	LS_2	Pair	8	full	5	1	G9	B6	12903	92.974492	1858	1433	2981	3842	1965	621	71	12771	3943.328125	2085.328125	4242.6875	2.034541926	0.861356373	NA	NA	NA	NA	NA	NA	NA	NA
E12_LcG_full_rep2	12	2	s12_full_rep2	LcG	LcG_2	Pair	8	full	5	2	B9	B7	22139	95.12331357	2147	1617	3528	6787	6187	2180	537	22983	5149.078125	3002.078125	7055.34375	2.350153279	0.994975566	NA	NA	NA	NA	NA	NA	NA	NA
E12_LCp_full_rep2	12	2	s12_full_rep2	LCp	LCp_2	Pair	8	full	5	2	C9	B8	10701	79.4255177	2581	1143	1743	2463	2123	808	276	11137	4058.375	1477.375	3049.5	2.064134021	0.873884667	NA	NA	NA	NA	NA	NA	NA	NA
E12_HZ_full_rep2	12	2	s12_full_rep2	HZ	HZ_2	Pair	8	full	5	2	E9	B10	9108	90.49180328	2470	833	1245	1865	2073	735	217	9438	3586.796875	1116.796875	2391.8125	2.141671913	0.906711593	NA	NA	NA	NA	NA	NA	NA	NA
E12_HS_full_rep2	12	2	s12_full_rep2	HS	HS_2	Pair	8	full	5	2	C10	B11	4637	82.45021337	1495	435	949	979	635	219	15	4727	2118.890625	623.890625	1253.5	2.00916627	0.850613176	NA	NA	NA	NA	NA	NA	NA	NA
E12_HcG_full_rep2	12	2	s12_full_rep2	HcG	HcG_2	Pair	8	full	5	2	G9	B12	3431	78.80110243	2089	362	258	337	238	100	0	3384	2394.625	305.625	511.5	1.673619632	0.708554057	NA	NA	NA	NA	NA	NA	NA	NA
E12_HCp_full_rep2	12	2	s12_full_rep2	HCp	HCp_2	Pair	8	full	5	1	B8	C1	4893	76.56078861	2084	629	599	845	483	148	27	4815	2689.109375	605.109375	1077.28125	1.780308312	0.753722442	NA	NA	NA	NA	NA	NA	NA	NA
E12_ZS_full_rep2	12	2	s12_full_rep2	ZS	ZS_2	Pair	8	full	5	1	D8	C3	11758	86.01946009	1766	1443	3367	3417	1394	290	32	11709	3853.0625	2087.0625	4083.1875	1.956427994	0.828285571	NA	NA	NA	NA	NA	NA	NA	NA
E12_ZcG_full_rep2	12	2	s12_full_rep2	ZcG	ZcG_2	Pair	8	full	5	1	E8	C4	11799	86.72546858	1865	1038	2168	3263	2852	773	174	12133	3539	1674	3676.71875	2.196367234	0.929867745	NA	NA	NA	NA	NA	NA	NA	NA
E12_ZCp_full_rep2	12	2	s12_full_rep2	ZCp	ZCp_2	Pair	8	full	5	1	F8	C5	15318	73.40425532	2895	1440	2261	3874	3053	1135	421	15079	4897.359375	2002.359375	4283.3125	2.139132742	0.905636593	NA	NA	NA	NA	NA	NA	NA	NA
E12_ScG_full_rep2	12	2	s12_full_rep2	ScG	ScG_2	Pair	8	full	5	2	B8	C7	8956	91.74349519	1505	968	1764	2603	1343	469	63	8715	2854.953125	1349.953125	2757.0625	2.042339433	0.864657574	NA	NA	NA	NA	NA	NA	NA	NA
E12_SCp_full_rep2	12	2	s12_full_rep2	SCp	SCp_2	Pair	8	full	5	2	C8	C8	6666	81.06530463	1813	1257	1643	1205	694	160	69	6841	3052.328125	1239.328125	2106.84375	1.699988653	0.71971781	NA	NA	NA	NA	NA	NA	NA	NA
E12_cGCp_full_rep2	12	2	s12_full_rep2	cGCp	cGCp_2	Pair	8	full	5	2	E8	C10	9934	78.23279257	2122	1100	2060	2307	1292	406	85	9372	3570.140625	1448.140625	2839.53125	1.960811817	0.830141533	NA	NA	NA	NA	NA	NA	NA	NA
E12_PLH_full_rep2	12	2	s12_full_rep2	PLH	PLH_2	Triplet	8	full	5	1	B7	D1	2521	73.92961877	2056	201	145	97	0	0	0	2499	2204.875	148.875	209.375	1.406381192	0.595414322	0.871766143	1	0.711085198	0.699379041	0.547302117	0.940722381	0.595414322	0.624910122
E12_PLZ_full_rep2	12	2	s12_full_rep2	PLZ	PLZ_2	Triplet	8	full	5	1	C7	D2	5690	69.36486651	3838	834	580	216	133	0	0	5601	4435.3125	597.3125	821.25	1.374908444	0.582089823	0.871766143	1	0.821474374	0.699379041	0.792413287	0.890655979	0.582089823	0.711111881
E12_PLS_full_rep2	12	2	s12_full_rep2	PLS	PLS_2	Triplet	8	full	5	1	D7	D3	3539	82.24494539	2875	184	43	1	0	0	0	3103	2977.875	102.875	113.875	1.106925881	0.468635052	0.871766143	1	0.913175634	0.699379041	0.59805897	0.861356373	0.468635052	0.395464992
E12_PLcG_full_rep2	12	2	s12_full_rep2	PLcG	PLcG_2	Triplet	8	full	5	1	E7	D4	3074	76.65835411	2975	90	0	0	0	0	0	3065	3020	45	45	1	0.423366244	0.871766143	1	0.750556053	0.699379041	0.624245557	0.994975566	0.423366244	0.70793603
E12_PLCp_full_rep2	12	2	s12_full_rep2	PLCp	PLCp_2	Triplet	8	full	5	1	F7	D5	6163	72.97809355	2977	898	1009	870	269	81	0	6104	3806.34375	829.34375	1359.65625	1.639436301	0.694081988	0.871766143	1	0.763985019	0.699379041	0.957943502	0.873884667	0.694081988	0.922049131
E12_PHZ_full_rep2	12	2	s12_full_rep2	PHZ	PHZ_2	Triplet	8	full	5	2	B7	D7	3902	51.81938911	2148	774	509	218	95	20	0	3764	2696.0625	548.0625	750.125	1.368685141	0.579455087	0.871766143	0.711085198	0.821474374	0.547302117	0.792413287	0.906711593	0.579455087	0.785044562
E12_PHS_full_rep2	12	2	s12_full_rep2	PHS	PHS_2	Triplet	8	full	5	2	D9	D8	2243	74.27152318	2113	124	23	0	0	0	0	2260	2180.75	67.75	73.5	1.084870849	0.459297696	0.871766143	0.711085198	0.913175634	0.547302117	0.59805897	0.850613176	0.459297696	0.534434455
E12_PHcG_full_rep2	12	2	s12_full_rep2	PHcG	PHcG_2	Triplet	8	full	5	2	D7	D9	2466	75.78365089	2141	271	32	1	0	0	0	2445	2284.625	143.625	151.875	1.057441253	0.447684931	0.871766143	0.711085198	0.750556053	0.547302117	0.624245557	0.708554057	0.447684931	0.541826734
E12_PHCp_full_rep2	12	2	s12_full_rep2	PHCp	PHCp_2	Triplet	8	full	5	2	E7	D10	3888	67.24316845	1785	951	553	379	130	23	0	3821	2454.96875	669.96875	930.21875	1.388450954	0.587823265	0.871766143	0.711085198	0.763985019	0.547302117	0.957943502	0.753722442	0.587823265	0.809191142
E12_PZS_full_rep2	12	2	s12_full_rep2	PZS	PZS_2	Triplet	8	full	5	2	G7	D12	2705	42.69255051	1847	347	273	132	75	0	0	2674	2109.9375	262.9375	378.25	1.43855479	0.609035537	0.871766143	0.821474374	0.913175634	0.792413287	0.59805897	0.828285571	0.609035537	0.62906253
E12_PZcG_full_rep2	12	2	s12_full_rep2	PZcG	PZcG_2	Triplet	8	full	5	1	B6	E1	4373	49.77803073	3212	721	359	47	0	0	0	4339	3668.125	456.125	557.625	1.22252672	0.517576545	0.871766143	0.821474374	0.750556053	0.792413287	0.624245557	0.929867745	0.517576545	0.843182798
E12_PZCp_full_rep2	12	2	s12_full_rep2	PZCp	PZCp_2	Triplet	8	full	5	1	C6	E2	16931	79.48453124	3597	2564	3738	4334	1976	468	110	16787	6495.09375	2898.09375	5353.6875	1.847313428	0.782090147	0.871766143	0.821474374	0.763985019	0.792413287	0.957943502	0.905636593	0.782090147	1.087590636
E12_PScG_full_rep2	12	2	s12_full_rep2	PScG	PScG_2	Triplet	8	full	5	1	E6	E4	3032	75.61097257	2583	385	27	1	1	0	0	2997	2782.4375	199.4375	206.625	1.036038859	0.43862388	0.871766143	0.913175634	0.750556053	0.59805897	0.624245557	0.864657574	0.43862388	0.57770309
E12_PSCp_full_rep2	12	2	s12_full_rep2	PSCp	PSCp_2	Triplet	8	full	5	1	F6	E5	3741	67.78401884	1793	872	636	309	132	0	0	3742	2434.875	641.875	902.875	1.406621227	0.595515945	0.871766143	0.913175634	0.763985019	0.59805897	0.957943502	0.71971781	0.595515945	0.742724712
E12_PcGCp_full_rep2	12	2	s12_full_rep2	PcGCp	PcGCp_2	Triplet	8	full	5	2	B6	E7	4203	71.66240409	1964	930	656	438	254	34	13	4289	2664.890625	700.890625	1027.28125	1.465679827	0.620519363	0.871766143	0.750556053	0.763985019	0.624245557	0.957943502	0.830141533	0.620519363	0.919828739
E12_LHZ_full_rep2	12	2	s12_full_rep2	LHZ	LHZ_2	Triplet	8	full	5	2	E6	E10	10879	87.43771098	2745	1266	2337	2807	1364	416	96	11031	4412.875	1667.875	3269.125	1.960053961	0.829820683	1	0.711085198	0.821474374	0.940722381	0.890655979	0.906711593	0.829820683	1.144546669
E12_LHS_full_rep2	12	2	s12_full_rep2	LHS	LHS_2	Triplet	8	full	5	2	D9	E11	9968	92.93305985	1614	1358	2217	2517	1760	437	145	10048	3287.796875	1673.796875	3253.25	1.943634887	0.822869401	1	0.711085198	0.913175634	0.940722381	0.861356373	0.850613176	0.822869401	1.023464347
E12_LHcG_full_rep2	12	2	s12_full_rep2	LHcG	LHcG_2	Triplet	8	full	5	2	G6	E12	7929	89.94895065	2022	866	1627	1733	1138	343	101	7830	3161.796875	1139.796875	2243.9375	1.968717014	0.833488327	1	0.711085198	0.750556053	0.940722381	0.994975566	0.708554057	0.833488327	1.054712732
E12_LHCp_full_rep2	12	2	s12_full_rep2	LHCp	LHCp_2	Triplet	8	full	5	1	B5	F1	4570	76.40862732	2301	701	661	543	278	75	0	4559	2904.34375	603.34375	965.84375	1.600818356	0.677732454	1	0.711085198	0.763985019	0.940722381	0.873884667	0.753722442	0.677732454	1.007309823
E12_LZS_full_rep2	12	2	s12_full_rep2	LZS	LZS_2	Triplet	8	full	5	1	D5	F3	8921	77.79037321	3034	1750	2335	1212	515	68	0	8914	4678.5625	1644.5625	2636.375	1.603085927	0.678692467	1	0.821474374	0.913175634	0.890655979	0.861356373	0.828285571	0.678692467	0.848892332
E12_LZcG_full_rep2	12	2	s12_full_rep2	LZcG	LZcG_2	Triplet	8	full	5	1	E5	F4	8217	77.58474176	2807	2089	1900	964	313	66	0	8139	4468.625	1661.625	2444.5625	1.471187843	0.622851271	1	0.821474374	0.750556053	0.890655979	0.994975566	0.929867745	0.622851271	1.182576784
E12_LZCp_full_rep2	12	2	s12_full_rep2	LZCp	LZCp_2	Triplet	8	full	5	1	F5	F5	7072	63.12594841	2166	1423	1538	1375	544	133	27	7206	3472.453125	1306.453125	2155.4375	1.64983914	0.698486199	1	0.821474374	0.763985019	0.890655979	0.873884667	0.905636593	0.698486199	1.048770047
E12_LScG_full_rep2	12	2	s12_full_rep2	LScG	LScG_2	Triplet	8	full	5	2	B5	F7	13039	93.65752047	1872	2302	2964	3366	1894	709	105	13212	4326.921875	2454.921875	4489.375	1.828724183	0.774220088	1	0.913175634	0.750556053	0.861356373	0.994975566	0.864657574	0.774220088	1.048962258
E12_LSCp_full_rep2	12	2	s12_full_rep2	LSCp	LSCp_2	Triplet	8	full	5	2	C5	F8	3366	75.81081081	2032	652	464	217	90	0	1	3456	2506.765625	474.765625	661.96875	1.394306401	0.590302263	1	0.913175634	0.763985019	0.861356373	0.873884667	0.71971781	0.590302263	0.780486352
E12_LcGCp_full_rep2	12	2	s12_full_rep2	LcGCp	LcGCp_2	Triplet	8	full	5	2	E5	F10	2763	65.01176471	2027	611	116	3	0	0	0	2757	2361.875	334.875	364.625	1.088839119	0.460977728	1	0.750556053	0.763985019	0.994975566	0.873884667	0.830141533	0.460977728	1.099360225
E12_HZS_full_rep2	12	2	s12_full_rep2	HZS	HZS_2	Triplet	8	full	5	1	B4	G1	9935	80.98964702	1731	1203	2774	2765	1209	190	0	9872	3453.125	1722.125	3357.3125	1.949517311	0.825359821	0.711085198	0.821474374	0.913175634	0.906711593	0.850613176	0.828285571	0.825359821	1.048883803
